Index,District,Season,Crop,Year,duration,Area ( in Hectare),Production ( in Tonnes),Yield (Ton./Ha.),Total duration of weeks (SMW),week,tempmax,tempmin,temp,dew,humidity,precip,precipcover,preciptype,windgust,windspeed,winddirection,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,suntime(hrs.)
1948,Surat,Summer,Rice,2017,2017-2018,3939,9711,2.47,50-23,51,32.7,16.4,23.71428571,14.3,57.07142857,0.0,0.0,no rain,28.18571429,18.57142857,41.88571429,1016.7,69.41428571,3.842857143,168.8714286,14.54285714,6.571428571,10
1949,Surat,Summer,Rice,2017,2017-2018,3939,9711,2.47,50-23,52,31.4,16.1,22.4875,14.1375,60.7625,0.0,0.0,no rain,26.0,16.475,18.8,1013.7875,0.975,3.7375,200.2125,17.325,7.0,10
1950,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,1,31.7,15.0,21.55714286,13.95714286,63.98571429,0.0,0.0,no rain,22.07142857,13.21428571,160.9142857,1012.2,0.014285714,3.671428571,174.2857143,13.95714286,6.428571429,10
1951,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,2,32.2,14.8,24.07142857,14.72857143,57.11428571,0.0,0.0,no rain,25.0,16.12857143,34.51428571,1013.971429,15.4,3.928571429,191.4,16.5,6.857142857,10
1952,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,3,34.4,18.4,24.97142857,15.51428571,57.5,0.0,0.0,no rain,24.22857143,15.52857143,163.5857143,1012.9,2.928571429,3.842857143,209.0428571,18.04285714,7.857142857,11
1953,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,4,30.4,14.4,22.05714286,13.31428571,59.98571429,0.0,0.0,no rain,22.94285714,13.32857143,191.2714286,1011.657143,7.014285714,3.671428571,223.2571429,19.28571429,8.0,11
1954,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,5,35.7,16.1,24.25714286,14.21428571,56.0,0.0,0.0,no rain,23.24285714,14.92857143,107.7285714,1013.485714,6.457142857,3.685714286,228.3571429,19.72857143,8.0,11
1955,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,6,33.7,18.3,23.42857143,15.91428571,65.14285714,0.2,1.19,no rain,25.87142857,16.55714286,198.8571429,1013.2,50.58571429,3.728571429,209.9857143,18.14285714,7.857142857,11
1956,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,7,34.1,18.2,24.74285714,13.87142857,53.01428571,0.0,0.0,no rain,27.44285714,17.11428571,156.3428571,1015.8,8.2,3.914285714,244.1142857,21.08571429,8.714285714,11
1957,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,8,36.4,19.1,26.51428571,15.25714286,52.38571429,0.0,0.0,no rain,22.84285714,12.6,297.9571429,1011.028571,4.471428571,3.785714286,250.8428571,21.68571429,9.0,11
1958,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,9,38.2,23.1,28.32857143,15.64285714,47.92857143,0.0,0.0,no rain,24.11428571,15.58571429,52.22857143,1010.171429,10.45714286,3.885714286,255.4714286,22.02857143,9.0,11
1959,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,10,37.1,22.1,27.68571429,17.38571429,56.05714286,0.0,0.0,no rain,25.22857143,14.7,327.2285714,1010.7,16.05714286,3.857142857,268.4142857,23.21428571,9.0,11
1960,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,11,37.4,21.7,27.84285714,16.71428571,53.44285714,0.0,0.0,no rain,24.02857143,14.41428571,321.0285714,1010.471429,10.28571429,3.842857143,271.2285714,23.41428571,9.571428571,12
1961,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,12,40.2,21.7,28.28571429,17.01428571,53.81428571,0.0,0.0,no rain,27.67142857,17.8,262.9,1011.157143,15.2,3.971428571,283.1,24.42857143,9.571428571,12
1962,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,13,40.7,24.1,29.01428571,20.0,62.14285714,0.0,0.0,no rain,26.28571429,17.42857143,204.2714286,1009.471429,16.78571429,3.914285714,293.2,25.38571429,9.857142857,12
1963,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,14,38.1,24.1,29.48571429,20.2,60.78571429,0.0,0.0,no rain,29.22857143,18.61428571,256.7714286,1007.757143,17.6,3.842857143,298.0142857,25.77142857,9.857142857,12
1964,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,15,34.7,25.4,29.04285714,24.01428571,75.61428571,0.0,0.0,no rain,30.55714286,18.57142857,219.1857143,1008.171429,9.142857143,3.914285714,296.2857143,25.57142857,9.857142857,12
1965,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,16,40.1,26.9,31.25714286,21.35714286,59.62857143,0.0,0.0,no rain,29.55714286,18.98571429,266.4285714,1008.485714,4.228571429,4.0,302.1857143,26.04285714,9.857142857,12
1966,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,17,40.2,25.9,30.25714286,22.42857143,66.04285714,0.0,0.0,no rain,32.58571429,20.92857143,239.3,1007.957143,1.942857143,3.914285714,315.2571429,27.25714286,10.0,12
1967,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,18,34.9,27.2,30.07142857,25.0,75.1,0.0,0.0,no rain,42.17142857,26.08571429,217.9857143,1007.328571,8.7,4.0,311.6428571,26.92857143,10.0,12
1968,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,19,40.3,26.9,30.97142857,24.27142857,69.41428571,0.0,0.0,no rain,36.4,22.82857143,231.6571429,1007.542857,2.657142857,4.0,316.0142857,27.35714286,10.0,13
1969,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,20,37.2,28.9,31.35714286,25.52857143,72.32857143,0.0,0.0,no rain,39.1,24.47142857,219.2,1005.6,5.0,4.0,314.7857143,27.12857143,10.0,13
1970,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,21,40.1,28.4,31.27142857,25.4,72.32857143,0.0,0.0,no rain,38.4,24.48571429,222.7571429,1004.757143,16.15714286,4.0,298.5142857,25.75714286,9.714285714,13
1971,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,22,36.2,24.1,31.04285714,25.95714286,74.95714286,21.0,0.595714286,no rain,43.92857143,27.5,222.0857143,1003.628571,17.88571429,4.0,295.8,25.54285714,9.142857143,13
1972,Surat,Summer,Rice,2018,2017-2018,3939,9711,2.47,50-23,23,36.7,25.7,31.32857143,26.57142857,76.34285714,2.8,4.167142857,no rain,47.82857143,30.07142857,227.8142857,1002.0,43.97142857,4.0,279.2,24.04285714,8.714285714,13
1973,Tapi,Summer,Rice,2017,2017-2018,1856,4945,2.66,50-23,50,32.3,16.9,23.18571429,17.02857143,70.34285714,0.2,0.595714286,no rain,24.38571429,10.44285714,143.7285714,1014.642857,19.25714286,3.385714286,172.0714286,14.85714286,6.714285714,10
1974,Tapi,Summer,Rice,2017,2017-2018,1856,4945,2.66,50-23,51,32.7,16.6,23.75714286,12.22857143,50.34285714,0.0,0.0,no rain,26.64285714,12.48571429,68.08571429,1016.628571,64.3,3.9,177.3714286,15.31428571,6.428571429,10
1975,Tapi,Summer,Rice,2017,2017-2018,1856,4945,2.66,50-23,52,32.2,14.2,22.775,12.2625,54.5125,0.0,0.0,no rain,21.5,9.8875,53.6,1013.6625,0.6625,3.825,202.4,17.4875,7.0,10
1976,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,1,31.7,14.7,21.92857143,12.47142857,58.2,0.0,0.0,no rain,20.17142857,9.428571429,65.34285714,1012.071429,0.042857143,3.757142857,176.2142857,14.12857143,6.571428571,10
1977,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,2,32.6,13.3,24.41428571,13.55714286,52.55714286,0.0,0.0,no rain,25.45714286,11.81428571,68.01428571,1013.971429,14.94285714,3.942857143,187.8142857,16.22857143,7.285714286,10
1978,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,3,34.4,17.3,25.22857143,14.77142857,55.25714286,0.0,0.0,no rain,19.98571429,9.271428571,40.28571429,1012.885714,2.728571429,3.885714286,208.3,18.0,7.857142857,11
1979,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,4,31.7,12.5,22.17142857,11.75714286,55.3,0.0,0.0,no rain,22.27142857,9.414285714,167.5,1011.514286,7.371428571,3.785714286,225.3428571,19.52857143,8.0,11
1980,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,5,35.7,15.5,24.6,12.37142857,50.1,0.0,0.0,no rain,20.05714286,9.528571429,85.78571429,1013.428571,8.557142857,3.814285714,231.0,19.92857143,8.0,11
1981,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,6,33.7,16.3,23.9,14.42857143,58.45714286,0.0,0.0,no rain,27.3,12.65714286,149.9857143,1013.185714,51.6,3.828571429,211.6428571,18.24285714,7.714285714,11
1982,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,7,34.1,16.7,25.07142857,13.01428571,50.14285714,0.0,0.0,no rain,26.42857143,11.41428571,111.0428571,1015.771429,7.528571429,3.957142857,245.6428571,21.21428571,8.857142857,11
1983,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,8,36.4,17.7,27.41428571,13.14285714,44.05714286,0.0,0.0,no rain,22.78571429,10.4,64.95714286,1011.042857,4.385714286,3.857142857,249.8571429,21.6,9.0,11
1984,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,9,38.2,21.4,29.2,14.61428571,43.54285714,0.4,0.595714286,no rain,22.57142857,9.771428571,76.17142857,1010.171429,12.85714286,3.942857143,245.4714286,21.15714286,9.0,11
1985,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,10,37.1,21.4,28.67142857,16.12857143,49.4,0.0,0.0,no rain,23.81428571,10.35714286,194.6285714,1010.742857,20.98571429,3.928571429,253.6857143,21.94285714,8.857142857,11
1986,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,11,37.4,20.0,28.71428571,14.52857143,44.74285714,0.0,0.0,no rain,23.55714286,10.14285714,256.2428571,1010.542857,15.05714286,3.9,261.6,22.55714286,9.0,12
1987,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,12,40.2,20.0,28.45714286,15.35714286,49.2,0.0,0.0,no rain,27.77142857,12.1,213.3285714,1011.271429,17.74285714,3.985714286,285.6285714,24.71428571,9.714285714,12
1988,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,13,40.7,21.9,29.81428571,17.81428571,52.91428571,0.0,0.0,no rain,25.41428571,11.25714286,219.3142857,1009.657143,13.04285714,3.957142857,297.5428571,25.7,9.857142857,12
1989,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,14,38.3,23.2,30.2,17.75714286,50.9,0.0,0.0,no rain,26.27142857,11.64285714,258.5714286,1007.957143,17.07142857,3.914285714,290.6,25.01428571,9.714285714,12
1990,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,15,37.5,23.4,29.92857143,21.45714286,63.42857143,0.0,0.0,no rain,27.87142857,12.42857143,235.1285714,1008.414286,10.2,3.957142857,282.2142857,24.4,9.857142857,12
1991,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,16,39.7,24.2,31.72857143,19.58571429,52.45714286,0.0,0.0,no rain,27.78571429,12.04285714,266.9142857,1008.757143,5.014285714,4.0,302.4,26.1,9.714285714,12
1992,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,17,40.2,23.2,30.75714286,20.67142857,59.48571429,0.0,0.0,no rain,28.75714286,12.97142857,245.0857143,1008.185714,2.514285714,3.957142857,316.9857143,27.25714286,10.0,12
1993,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,18,37.5,25.0,30.75714286,23.65714286,68.02857143,0.0,0.0,no rain,35.68571429,15.85714286,233.3428571,1007.685714,12.01428571,4.0,311.0428571,26.9,10.0,12
1994,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,19,39.7,24.9,31.57142857,23.12857143,63.98571429,0.0,0.0,no rain,30.64285714,14.2,243.5142857,1007.9,5.571428571,4.0,311.5428571,26.94285714,10.0,13
1995,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,20,38.7,26.8,32.02857143,24.48571429,66.51428571,0.0,0.0,no rain,32.84285714,14.54285714,233.2714286,1005.971429,7.8,4.0,311.0857143,26.95714286,10.0,13
1996,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,21,40.1,26.4,31.85714286,24.37142857,66.94285714,0.0,0.0,no rain,32.92857143,15.2,236.2428571,1005.071429,19.74285714,4.0,292.3714286,25.28571429,9.714285714,13
1997,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,22,38.3,24.1,31.57142857,25.08571429,69.77142857,21.2,1.787142857,no rain,37.81428571,17.07142857,235.7428571,1004.0,26.21428571,4.0,282.1714286,24.4,9.142857143,13
1998,Tapi,Summer,Rice,2018,2017-2018,1856,4945,2.66,50-23,23,37.0,25.7,31.58571429,25.65714286,71.97142857,4.4,9.524285714,no rain,43.65714286,20.25714286,237.0714286,1002.5,53.94285714,4.0,248.9857143,21.52857143,8.142857143,13
1999,Valsad,Summer,Rice,2017,2017-2018,989,2452,2.48,50-23,50,32.2,16.7,22.92857143,17.98571429,75.15714286,0.3,1.785714286,no rain,24.62857143,13.34285714,117.7,1014.5,20.24285714,3.514285714,182.9857143,15.8,6.857142857,10
2000,Valsad,Summer,Rice,2017,2017-2018,989,2452,2.48,50-23,51,32.7,16.7,23.8,14.52857143,57.44285714,0.0,0.0,no rain,22.97142857,13.82857143,53.62857143,1016.128571,61.01428571,4.157142857,180.5714286,15.54285714,6.571428571,10
2001,Valsad,Summer,Rice,2017,2017-2018,989,2452,2.48,50-23,52,31.4,15.1,22.5875,14.6125,62.55,0.0,0.0,no rain,23.3,12.9875,25.2375,1013.375,0.7125,4.0375,204.15,17.675,7.25,10
2002,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,1,31.7,14.7,21.38571429,14.54285714,67.57142857,0.0,0.0,no rain,22.35714286,12.12857143,109.1857143,1011.942857,1.557142857,4.0,176.9714286,14.11428571,6.857142857,10
2003,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,2,32.2,14.2,23.92857143,15.61428571,61.42857143,0.0,0.0,no rain,22.18571429,13.45714286,45.5,1013.628571,11.35714286,3.971428571,190.7142857,16.52857143,7.285714286,10
2004,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,3,34.4,18.1,24.71428571,16.31428571,61.28571429,0.0,0.0,no rain,23.3,12.95714286,65.72857143,1012.628571,1.771428571,4.114285714,210.0142857,18.17142857,7.714285714,11
2005,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,4,30.4,15.1,21.82857143,13.8,62.84285714,0.0,0.0,no rain,24.18571429,13.21428571,195.5714286,1011.442857,5.328571429,4.014285714,226.6714286,19.61428571,8.0,11
2006,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,5,35.7,17.1,24.0,14.47142857,57.65714286,0.0,0.0,no rain,23.9,13.82857143,115.1428571,1013.271429,9.042857143,4.0,232.2285714,20.04285714,8.0,11
2007,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,6,33.7,17.1,23.28571429,16.35714286,66.98571429,0.0,0.0,no rain,26.48571429,14.5,197.3285714,1013.1,49.21428571,4.028571429,218.3285714,18.85714286,8.0,11
2008,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,7,34.1,16.1,24.67142857,15.04285714,57.31428571,0.0,0.0,no rain,26.32857143,15.21428571,257.6571429,1015.557143,6.3,4.071428571,245.9857143,21.2,8.571428571,11
2009,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,8,36.4,18.7,26.21428571,15.65714286,54.48571429,0.0,0.0,no rain,27.4,15.78571429,199.8428571,1011.014286,3.428571429,3.971428571,251.7714286,21.6,9.0,11
2010,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,9,38.2,22.7,28.17142857,16.74285714,51.61428571,0.0,0.0,no rain,27.2,15.1,150.7428571,1010.1,10.7,3.971428571,255.0428571,22.01428571,8.857142857,11
2011,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,10,37.1,21.5,27.44285714,18.11428571,58.98571429,0.0,0.0,no rain,28.84285714,16.74285714,324.4142857,1010.7,21.88571429,4.171428571,261.7428571,22.62857143,8.857142857,11
2012,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,11,37.4,22.2,27.68571429,17.51428571,55.95714286,0.0,0.0,no rain,26.22857143,15.22857143,327.2714286,1010.485714,16.55714286,4.114285714,260.1428571,22.44285714,8.857142857,12
2013,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,12,40.2,21.7,27.41428571,18.18571429,60.31428571,0.263,0.595714286,no rain,27.21428571,15.27142857,259.8285714,1011.185714,17.15714286,4.2,288.1714286,24.84285714,9.857142857,12
2014,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,13,40.7,23.2,28.22857143,20.65714286,66.45714286,0.0,0.0,no rain,27.61428571,14.91428571,205.1428571,1009.771429,12.4,4.114285714,296.2428571,25.65714286,9.857142857,12
2015,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,14,38.1,23.5,28.35714286,20.92857143,66.4,0.0,0.0,no rain,27.82857143,14.97142857,255.4857143,1008.085714,17.41428571,4.271428571,293.9571429,25.37142857,9.857142857,12
2016,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,15,34.7,23.5,28.24285714,23.24285714,75.62857143,0.0,0.0,no rain,29.51428571,16.01428571,235.5714286,1008.614286,10.11428571,4.228571429,292.8714286,25.3,9.857142857,12
2017,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,16,39.7,25.5,30.34285714,22.54285714,65.71428571,0.0,0.0,no rain,28.08571429,15.21428571,263.2142857,1008.814286,6.257142857,4.257142857,301.8428571,26.02857143,9.857142857,12
2018,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,17,40.2,24.7,29.22857143,22.84285714,70.71428571,0.0,0.0,no rain,29.98571429,15.88571429,243.0,1008.371429,5.642857143,4.257142857,314.2285714,27.1,10.0,12
2019,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,18,34.9,26.1,29.52857143,24.57142857,75.58571429,0.0,0.0,no rain,32.55714286,17.94285714,228.5142857,1008.014286,16.91428571,4.3,306.0428571,26.47142857,10.0,12
2020,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,19,39.7,25.8,30.05714286,24.61428571,73.91428571,0.0,0.0,no rain,29.62857143,16.54285714,240.9285714,1008.2,10.51428571,4.3,311.2,26.91428571,10.0,13
2021,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,20,37.2,27.0,30.68571429,25.51428571,74.98571429,0.0,0.0,no rain,31.31428571,17.94285714,229.8142857,1006.228571,10.81428571,4.257142857,309.6428571,26.68571429,10.0,13
2022,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,21,40.1,26.9,30.72857143,25.32857143,74.21428571,0.0,0.0,no rain,31.15714286,17.78571429,232.0714286,1005.371429,24.24285714,4.257142857,289.4428571,25.02857143,9.428571429,13
2023,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,22,36.2,25.6,30.78571429,25.74285714,75.11428571,13.597,4.762857143,no rain,34.85714286,19.54285714,233.9428571,1004.271429,24.67142857,4.257142857,283.9571429,24.52857143,9.0,13
2024,Valsad,Summer,Rice,2018,2017-2018,989,2452,2.48,50-23,23,36.7,27.6,30.74285714,26.34285714,77.9,9.923,24.40571429,rain,38.07142857,22.05714286,239.3571429,1002.857143,58.25714286,4.3,244.6428571,21.11428571,8.0,13
2025,Bharuch,Summer,Rice,2018,2018-2019,90,252,2.8,50-23,50,30.4,15.8,21.92857143,11.81428571,54.87142857,0.0,0.0,no rain,28.58571429,13.61428571,32.85714286,1015.7,9.228571429,3.957142857,187.3285714,16.15714286,6.714285714,10
2026,Bharuch,Summer,Rice,2018,2018-2019,90,252,2.8,50-23,51,31.1,13.3,21.2,10.38571429,52.85714286,0.0,0.0,no rain,23.95714286,11.3,43.02857143,1015.442857,5.585714286,3.928571429,197.9285714,16.95714286,7.0,10
2027,Bharuch,Summer,Rice,2018,2018-2019,90,252,2.8,50-23,52,31.1,11.2,20.3625,7.1625,45.525,0.0,0.0,no rain,27.85,13.3875,123.075,1015.9375,13.05,3.8875,200.1625,17.3625,7.5,10
2028,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,1,31.1,11.3,20.68571429,9.5,52.27142857,0.0,0.0,no rain,23.7,12.12857143,72.67142857,1017.171429,10.94285714,3.785714286,203.7285714,17.62857143,7.285714286,10
2029,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,2,29.1,12.9,20.32857143,9.614285714,53.22857143,0.0,0.0,no rain,26.32857143,12.04285714,78.45714286,1015.3,6.757142857,3.828571429,207.7857143,17.95714286,8.0,10
2030,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,3,33.6,13.3,22.44285714,11.8,54.48571429,0.0,0.0,no rain,25.07142857,12.27142857,84.14285714,1014.342857,4.042857143,3.771428571,212.2142857,18.27142857,8.0,10
2031,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,4,27.6,12.4,19.98571429,9.228571429,52.65714286,0.0,0.0,no rain,33.01428571,16.1,142.9142857,1017.285714,3.414285714,3.957142857,218.8142857,18.92857143,7.857142857,11
2032,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,5,33.2,10.4,21.02857143,9.842857143,51.58571429,0.0,0.0,no rain,27.1,12.85714286,85.51428571,1015.871429,20.21428571,3.871428571,216.2142857,18.61428571,7.857142857,11
2033,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,6,32.7,11.7,21.2,9.114285714,49.4,0.0,0.0,no rain,29.74285714,14.02857143,174.3285714,1015.814286,6.9,3.942857143,233.9,20.12857143,8.571428571,11
2034,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,7,34.9,14.4,23.88571429,11.51428571,49.08571429,0.0,0.0,no rain,22.65714286,10.74285714,177.6857143,1014.528571,6.628571429,3.857142857,236.3714286,20.47142857,8.428571429,11
2035,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,8,36.7,17.1,25.31428571,14.0,53.0,0.0,0.0,no rain,24.12857143,12.1,200.1714286,1013.157143,14.42857143,3.857142857,240.1428571,20.75714286,8.857142857,11
2036,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,9,36.2,17.2,24.87142857,12.97142857,50.87142857,0.0,0.0,no rain,32.34285714,15.38571429,186.8142857,1010.585714,11.28571429,3.971428571,254.4857143,21.97142857,8.857142857,11
2037,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,10,34.3,17.7,25.57142857,13.2,49.94285714,0.0,0.0,no rain,24.24285714,11.42857143,323.9714286,1012.085714,5.057142857,3.928571429,270.0857143,23.37142857,9.0,11
2038,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,11,36.1,18.6,26.5,11.2,41.45714286,0.0,0.0,no rain,28.8,13.1,194.4857143,1013.514286,4.0,3.957142857,281.9428571,24.34285714,9.714285714,12
2039,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,12,39.1,21.0,28.81428571,14.38571429,44.97142857,0.0,0.0,no rain,24.94285714,10.7,179.4714286,1011.128571,0.671428571,3.971428571,288.3857143,24.98571429,10.0,12
2040,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,13,39.9,23.0,31.1,15.24285714,41.64285714,0.0,0.0,no rain,23.8,12.34285714,197.0285714,1010.4,7.628571429,4.0,296.3285714,25.61428571,10.0,12
2041,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,14,39.5,24.2,30.7,20.34285714,57.78571429,0.0,0.0,no rain,27.34285714,14.3,213.5142857,1009.342857,3.085714286,4.0,299.2571429,25.84285714,10.0,12
2042,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,15,41.1,25.6,32.31428571,19.61428571,50.92857143,1.3,1.785714286,no rain,26.38571429,12.48571429,248.9142857,1008.614286,16.81428571,4.0,296.1714286,25.6,9.714285714,12
2043,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,16,39.2,24.5,31.17142857,16.3,43.8,0.8,0.595714286,no rain,24.57142857,12.17142857,294.6857143,1008.342857,7.514285714,3.928571429,308.6285714,26.64285714,9.857142857,12
2044,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,17,44.0,25.9,34.18571429,17.24285714,39.68571429,0.0,0.0,no rain,28.34285714,14.28571429,309.6428571,1007.114286,2.157142857,4.0,311.8428571,26.9,10.0,12
2045,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,18,39.2,26.7,31.27142857,22.05714286,61.02857143,0.0,0.0,no rain,37.15714286,19.84285714,215.8428571,1007.028571,6.714285714,4.0,313.6285714,27.05714286,10.0,12
2046,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,19,39.4,26.6,31.44285714,22.25714286,60.41428571,0.0,0.0,no rain,35.22857143,18.1,221.4571429,1008.114286,12.34285714,4.0,311.7285714,26.95714286,10.0,13
2047,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,20,41.1,27.2,32.38571429,22.78571429,59.47142857,0.0,0.0,no rain,31.25714286,15.38571429,245.3571429,1008.271429,7.185714286,4.0,307.5142857,26.51428571,10.0,13
2048,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,21,41.5,28.7,33.5,23.34285714,58.0,0.0,0.0,no rain,33.82857143,17.8,233.2428571,1006.371429,4.771428571,4.0,311.0428571,26.87142857,9.857142857,13
2049,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,22,40.1,28.6,32.85714286,24.52857143,64.05714286,0.0,0.0,no rain,37.9,19.34285714,220.7428571,1004.557143,10.32857143,4.0,306.5857143,26.45714286,9.714285714,13
2050,Bharuch,Summer,Rice,2019,2018-2019,90,252,2.8,50-23,23,38.9,29.1,32.94285714,25.44285714,66.81428571,0.0,0.0,no rain,37.15714286,19.22857143,219.2,1003.971429,15.34285714,4.0,292.9142857,25.28571429,9.0,13
2051,Navsari,Summer,Rice,2018,2018-2019,773,2396,3.1,50-23,50,30.8,16.5,23.01428571,12.74285714,54.81428571,0.0,0.0,no rain,30.97142857,16.02857143,127.3714286,1015.185714,4.157142857,3.985714286,194.9285714,16.74285714,6.857142857,10
2052,Navsari,Summer,Rice,2018,2018-2019,773,2396,3.1,50-23,51,32.2,13.4,22.17142857,11.18571429,52.38571429,0.0,0.0,no rain,25.61428571,12.54285714,37.11428571,1014.985714,2.471428571,4.0,201.6714286,17.37142857,7.142857143,10
2053,Navsari,Summer,Rice,2018,2018-2019,773,2396,3.1,50-23,52,32.1,12.7,21.55,7.6,43.3125,0.0,0.0,no rain,29.425,14.9875,122.0125,1015.575,10.3625,3.9375,199.8375,17.3,7.625,10
