ID,Yield (Ton./Ha.),District,Year,Is_Synthetic,Germination_Rainfall_Total,Germination_Rainy_Weeks,Germination_Max_Weekly_Rain,Germination_Mean_Temp,Germination_Heat_Stress_Weeks,Germination_Night_Stress_Weeks,Germination_Mean_Humidity,Germination_Mean_Solar,Vegetative_Rainfall_Total,Vegetative_Rainy_Weeks,Vegetative_Max_Weekly_Rain,Vegetative_Mean_Temp,Vegetative_Heat_Stress_Weeks,Vegetative_Night_Stress_Weeks,Vegetative_Mean_Humidity,Vegetative_Mean_Solar,Reproductive_Rainfall_Total,Reproductive_Rainy_Weeks,Reproductive_Max_Weekly_Rain,Reproductive_Mean_Temp,Reproductive_Heat_Stress_Weeks,Reproductive_Night_Stress_Weeks,Reproductive_Mean_Humidity,Reproductive_Mean_Solar,Ripening_Rainfall_Total,Ripening_Rainy_Weeks,Ripening_Max_Weekly_Rain,Ripening_Mean_Temp,Ripening_Heat_Stress_Weeks,Ripening_Night_Stress_Weeks,Ripening_Mean_Humidity,Ripening_Mean_Solar,Germination_Rain_x_Temp,Germination_Heat_x_Humidity,Vegetative_Rain_x_Temp,Vegetative_Heat_x_Humidity,Reproductive_Rain_x_Temp,Reproductive_Heat_x_Humidity,Ripening_Rain_x_Temp,Ripening_Heat_x_Humidity
926,0.85,Narmada,2018,1,0.8057576765852266,0.0,0.725181908926704,32.08536629722253,2.0,2.0,59.84492810174171,281.91428575,599.241984076433,7.0,243.58054563171405,27.574290551313275,2.0,1.0,79.88466653758935,145.80816326285714,215.21787541591408,6.0,85.81319255632664,26.240549075674277,0.0,0.0,81.61655669062726,145.35238096666666,32.310882831067595,1.0,26.83173063028805,27.58184763653955,6.0,0.0,63.46048723620346,225.68214285,25.85303020003596,119.68985620348342,16523.672579469006,159.7693330751787,5647.4352218136455,0.0,891.1938472485881,380.7629234172208
927,2.76,Navsari,2021,1,106.68726562009421,2.0,99.08320565149138,30.32285612229289,0.0,1.0,79.06475812408894,233.93571425,0.0,0.0,0.0,27.38707000000001,0.0,0.0,64.47297,247.99189561538464,0.0,0.0,0.0,27.38707000000001,0.0,0.0,64.47297,247.99189561538464,0.0,0.0,0.0,27.38707000000001,0.0,0.0,64.47297,247.99189561538464,3235.0626054789614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,3.21,Bharuch,2015,1,0.0,0.0,0.0,31.935387170347504,2.0,2.0,64.09277908336969,246.10714285,0.0,0.0,0.0,27.537181999999998,0.0,0.0,49.81247299999999,254.10693681153847,0.0,0.0,0.0,27.537181999999998,0.0,0.0,49.81247299999999,254.10693681153847,0.0,0.0,0.0,27.537181999999998,0.0,0.0,49.81247299999999,254.10693681153847,0.0,128.18555816673938,0.0,0.0,0.0,0.0,0.0,0.0
929,2.92,Surat,2015,1,0.0,0.0,0.0,31.17955047290432,2.0,2.0,68.46294008180809,239.62142855,0.0,0.0,0.0,27.26522599999999,0.0,0.0,52.513165,255.13605768846156,0.0,0.0,0.0,27.26522599999999,0.0,0.0,52.513165,255.13605768846156,0.0,0.0,0.0,27.26522599999999,0.0,0.0,52.513165,255.13605768846156,0.0,136.92588016361617,0.0,0.0,0.0,0.0,0.0,0.0
930,2.57,Valsad,2021,1,94.66618627183115,2.0,88.74815661074267,29.331230157237318,1.0,2.0,79.58786676844369,221.55,733.482941312677,7.0,181.0072058794391,28.26302611815262,0.0,6.0,83.8664177535488,173.37755101285714,745.7909312791883,6.0,272.5394625747253,27.2458346869805,0.0,3.0,85.44401017969801,160.5642857,607.321441136304,5.0,235.15131448497323,27.522578092071754,3.0,2.0,77.31899138876038,184.46785715,2776.675697646979,79.58786676844369,20730.447527539596,0.0,20319.696424682,0.0,16715.051790663485,231.95697416628116
931,2.39,Bharuch,2020,1,138.42567403480194,1.0,138.01176919721345,31.41964750008421,2.0,2.0,68.0796937906921,238.8357143,0.0,0.0,0.0,27.341545000000007,0.0,0.0,57.686736999999994,250.561214296,0.0,0.0,0.0,27.341545000000007,0.0,0.0,57.686736999999994,250.561214296,0.0,0.0,0.0,27.341545000000007,0.0,0.0,57.686736999999994,250.561214296,4349.285883135037,136.1593875813842,0.0,0.0,0.0,0.0,0.0,0.0
932,2.79,Surat,2022,1,0.5423379374999999,0.0,0.4218183958333333,30.590218172135074,2.0,2.0,69.15572439486276,291.5714286,0.0,0.0,0.0,27.34882199999999,0.0,0.0,52.86802999999998,251.66614011538462,0.0,0.0,0.0,27.34882199999999,0.0,0.0,52.86802999999998,251.66614011538462,0.0,0.0,0.0,27.34882199999999,0.0,0.0,52.86802999999998,251.66614011538462,16.590235831150753,138.31144878972552,0.0,0.0,0.0,0.0,0.0,0.0
933,2.92,Valsad,2022,1,18.14128467530923,1.0,14.046186554471932,30.5176363768222,1.0,2.0,68.03039788547912,272.33571429999995,0.0,0.0,0.0,27.296046999999994,0.0,0.0,55.02541700000001,250.4087912076923,0.0,0.0,0.0,27.296046999999994,0.0,0.0,55.02541700000001,250.4087912076923,0.0,0.0,0.0,27.296046999999994,0.0,0.0,55.02541700000001,250.4087912076923,553.629129129504,68.03039788547912,0.0,0.0,0.0,0.0,0.0,0.0
934,1.63,Bharuch,2016,1,0.0,0.0,0.0,32.79851429921,2.0,2.0,60.62164083572959,292.2357143,432.0941578090823,6.0,122.40811941673518,28.870285729671785,2.0,5.0,78.81534327397712,217.60204081428574,431.41028053589594,5.0,150.65599537229892,26.987988276240305,0.0,0.0,84.89927143803818,235.79285713333334,268.1764616550218,3.0,121.7498629059448,26.47599520455445,0.0,0.0,75.24955584780892,227.26607144999997,0.0,121.24328167145919,12474.681798070096,157.63068654795424,11642.895593352301,0.0,7100.238712752737,0.0
935,2.91,Navsari,2022,1,1.7439542243767314,0.0,1.259522495383195,30.639652632911826,2.0,2.0,69.76436495616667,288.75714285000004,936.7940775277009,7.0,301.3165354339797,28.04321034314404,0.0,1.0,85.00515032337823,183.88775510428576,417.58015039242844,6.0,189.8972377654663,27.683132230078943,1.0,2.0,85.75814389063744,223.8095238,322.728417855494,6.0,180.6930349145891,26.855258868961805,1.0,0.0,75.01392806002428,215.60000000000002,53.43415164260222,139.52872991233335,26270.7133643209,0.0,11559.926519969848,85.75814389063744,8666.955205879767,75.01392806002428
936,1.0,Narmada,2019,1,0.0,0.0,0.0,32.78709725800525,2.0,2.0,60.18006743899414,298.4642857,368.8044691330698,7.0,125.62586828985508,28.95151828479121,6.0,2.0,81.24921914708531,172.01020406571428,1116.9478650065878,6.0,576.2446764110672,26.56967110070734,0.0,0.0,91.20502971152725,114.82142857333332,382.3909658603426,7.0,105.54148182345192,26.96980248577586,0.0,0.0,81.61742910290633,165.85714286125,0.0,120.36013487798829,10677.449331618785,487.4953148825119,29676.937409862297,0.0,10313.0088215985,0.0
937,2.39,Bharuch,2020,1,147.75036309313796,1.0,147.30857662205074,31.31858169863307,2.0,2.0,69.39528289902137,238.8357143,0.0,0.0,0.0,27.253597,0.0,0.0,58.801489999999994,250.561214296,0.0,0.0,0.0,27.253597,0.0,0.0,58.801489999999994,250.561214296,0.0,0.0,0.0,27.253597,0.0,0.0,58.801489999999994,250.561214296,4627.331817535141,138.79056579804273,0.0,0.0,0.0,0.0,0.0,0.0
938,1.63,Bharuch,2016,1,0.0,0.0,0.0,32.80958237061516,2.0,2.0,60.45402593070203,292.2357143,412.86486053854304,6.0,116.9606444299706,28.88002819486482,2.0,5.0,78.59742396174043,217.60204081428574,412.21141755645954,5.0,143.95141751988797,26.997095547947737,0.0,0.0,84.6645304590278,235.79285713333334,256.2419219049974,3.0,116.331682020703,26.484929700878688,0.0,0.0,75.04149570653075,227.26607144999997,0.0,120.90805186140406,11923.548813022055,157.19484792348086,11128.511025726719,0.0,6786.549288071903,0.0
939,2.92,Valsad,2022,1,16.369080246194102,1.0,12.67402827188392,30.512516944804453,1.0,2.0,67.77120557923448,272.33571429999995,0.0,0.0,0.0,27.29146799999999,0.0,0.0,54.81577300000001,250.4087912076923,0.0,0.0,0.0,27.29146799999999,0.0,0.0,54.81577300000001,250.4087912076923,0.0,0.0,0.0,27.29146799999999,0.0,0.0,54.81577300000001,250.4087912076923,499.4618383828614,67.77120557923448,0.0,0.0,0.0,0.0,0.0,0.0
940,2.39,Bharuch,2020,1,122.59891187664684,1.0,122.23233043817704,31.225672592714517,2.0,2.0,69.23769232926958,238.8357143,0.0,0.0,0.0,27.172747,0.0,0.0,58.66795699999999,250.561214296,0.0,0.0,0.0,27.172747,0.0,0.0,58.66795699999999,250.561214296,0.0,0.0,0.0,27.172747,0.0,0.0,58.66795699999999,250.561214296,3828.2334824832333,138.47538465853916,0.0,0.0,0.0,0.0,0.0,0.0
941,2.94,Tapi,2021,1,45.54720502086678,1.0,42.71272230497593,30.20561739013495,2.0,1.0,74.92434905403385,212.6285714,425.563370516854,7.0,185.70748828250404,28.795290250073073,1.0,4.0,81.31625713444996,160.21836734285716,499.06443956340297,6.0,187.66230394863567,27.5395007778579,0.0,2.0,84.78046877984585,141.97857143333334,552.1376848988765,5.0,252.8554064141252,27.669336350258884,4.0,2.0,75.60211865896343,178.055357125,1375.7814480503355,149.8486981080677,12254.2207738322,81.31625713444996,13743.985521557554,0.0,15277.28331512027,302.40847463585374
942,2.94,Tapi,2021,1,47.63942384590692,1.0,44.67473867094704,30.051870103993224,2.0,1.0,75.83070131385914,212.6285714,445.1116983370787,7.0,194.23799422150887,28.64872156146027,1.0,3.0,82.29993165875167,160.21836734285716,521.9890518394864,6.0,196.2826046869984,27.399324086495966,0.0,2.0,85.8060495214582,141.97857143333334,577.5002259775282,5.0,264.4703637110755,27.528498792851952,4.0,1.0,76.51666982903386,178.055357125,1431.653777246272,151.66140262771827,12751.881109407666,82.29993165875167,14302.14720095283,0.0,15897.714273694115,306.06667931613543
943,2.17,Bharuch,2017,1,98.58782588846131,1.0,95.26414422488736,31.891460562341507,2.0,2.0,70.53871202973498,238.98571425,0.0,0.0,0.0,27.229335999999996,0.0,0.0,56.368483999999995,257.29340658461535,0.0,0.0,0.0,27.229335999999996,0.0,0.0,56.368483999999995,257.29340658461535,0.0,0.0,0.0,27.229335999999996,0.0,0.0,56.368483999999995,257.29340658461535,3144.1097612488547,141.07742405946996,0.0,0.0,0.0,0.0,0.0,0.0
944,3.0,Valsad,2021,1,181.20062408037728,2.0,169.87291869636408,29.677941563895637,1.0,2.0,80.66100402283377,221.55,0.0,0.0,0.0,26.821653,0.0,0.0,69.15183,246.73756868846155,0.0,0.0,0.0,26.821653,0.0,0.0,69.15183,246.73756868846155,0.0,0.0,0.0,26.821653,0.0,0.0,69.15183,246.73756868846155,5377.6615327988575,80.66100402283377,0.0,0.0,0.0,0.0,0.0,0.0
945,2.94,Tapi,2021,1,46.63422519422152,1.0,43.73209530016052,30.29271857192945,2.0,1.0,76.03144840925619,212.6285714,435.7197778876405,7.0,190.1395447833066,28.878324600223984,1.0,5.0,82.51780478857395,160.21836734285716,510.97500824398077,6.0,192.14101367576245,27.61891392253229,0.0,2.0,86.03320441928294,141.97857143333334,565.3148886741574,5.0,258.8900012391654,27.74912388992242,4.0,2.0,76.71923289322149,178.055357125,1412.6774596285345,152.06289681851237,12582.857180576779,82.51780478857395,14112.574769255732,0.0,15686.992882636894,306.87693157288595
946,0.54,Narmada,2016,1,0.0,0.0,0.0,33.14820134444071,2.0,2.0,51.6303368738604,302.8571429,211.27738993856656,6.0,64.33805740955631,28.584228718754307,4.0,2.0,71.89941477763384,214.4408163285714,328.96526173720133,6.0,142.16513038907848,26.423108138014708,0.0,0.0,79.29357838826836,234.5,125.87221832423208,2.0,97.454348443686,25.87172280646878,2.0,0.0,69.53688780990407,227.3696428625,0.0,103.2606737477208,6039.201237105426,287.59765911053535,8692.284684532384,0.0,3256.5311415198526,139.07377561980815
947,0.85,Narmada,2018,1,0.6641182621922235,0.0,0.5977064359730012,32.1935815375184,2.0,2.0,58.09504922391303,281.91428575,493.9047515923567,7.0,200.7629506607092,27.6672911563354,2.0,1.0,77.54882129438239,145.80816326285714,177.38598783154293,6.0,70.72859492347182,26.329051332354613,0.0,0.0,79.23007059791728,145.35238096666666,26.631142313908164,1.0,22.115138131001043,27.67487372956097,6.0,0.0,61.60488861299922,225.68214285,21.380345424440367,116.19009844782606,13665.006565803244,155.09764258876478,4670.404779257125,0.0,737.0135008113766,369.6293316779953
948,2.79,Surat,2022,1,4.852549125,0.0,3.774204875,30.614918460428854,2.0,2.0,69.24391529092418,291.5714286,0.0,0.0,0.0,27.370904999999993,0.0,0.0,52.93545000000001,251.66614011538462,0.0,0.0,0.0,27.370904999999993,0.0,0.0,52.93545000000001,251.66614011538462,0.0,0.0,0.0,27.370904999999993,0.0,0.0,52.93545000000001,251.66614011538462,148.5603957871004,138.48783058184836,0.0,0.0,0.0,0.0,0.0,0.0
949,2.94,Tapi,2021,1,50.39960991332264,1.0,47.26315350240771,30.128117112150665,2.0,1.0,75.88061068283139,212.6285714,470.9010763146068,7.0,205.49197174959875,28.72140852899467,1.0,3.0,82.35409887050602,160.21836734285716,552.2326356597111,6.0,207.65504513643663,27.468841107563282,0.0,2.0,85.86252434908631,141.97857143333334,610.9600781123596,5.0,279.79354258748,27.598343553419507,4.0,1.0,76.56703068078465,178.055357125,1518.4453498752941,151.76122136566278,13524.942189575118,82.35409887050602,15169.19052334749,0.0,16861.486133168917,306.2681227231386
950,2.94,Tapi,2021,1,44.71466423113966,1.0,41.931991993579466,30.142298342268212,2.0,1.0,74.98591412961773,212.6285714,417.78465249438204,7.0,182.3130086677368,28.734927624865602,1.0,3.0,81.38307441854901,160.21836734285716,489.94222224077055,6.0,184.23209296950245,27.48177062305071,0.0,2.0,84.8501325945385,141.97857143333334,542.0453610337079,5.0,248.23355443338687,27.61133402538751,4.0,1.0,75.66424065546131,178.055357125,1347.8027495293607,149.97182825923545,12005.011752205693,81.38307441854901,13464.479770168591,0.0,14966.595520413475,302.65696262184525
951,3.25,Tapi,2017,1,142.6539890194954,2.0,136.99376748853211,30.6055717242439,2.0,1.0,75.01940843035587,206.5357143,0.0,0.0,0.0,26.95888,0.0,0.0,58.583275,255.2741758346154,0.0,0.0,0.0,26.95888,0.0,0.0,58.583275,255.2741758346154,0.0,0.0,0.0,26.95888,0.0,0.0,58.583275,255.2741758346154,4366.006892685668,150.03881686071173,0.0,0.0,0.0,0.0,0.0,0.0
952,1.0,Narmada,2019,1,0.0,0.0,0.0,32.93630957012918,2.0,2.0,59.935185412942246,298.4642857,358.7983552990778,7.0,122.21748568115945,29.083275083777657,6.0,3.0,80.91860347570805,172.01020406571428,1086.64371085639,6.0,560.6104574387351,26.690588241560402,0.0,0.0,90.8339023031952,114.82142857333332,372.0162338445323,7.0,102.67801304874835,27.09254060299195,1.0,0.0,81.28531512812344,165.85714286125,0.0,119.87037082588449,10435.031266770073,485.51162085424835,29003.159851749126,0.0,10078.864920405138,81.28531512812344
953,2.17,Bharuch,2017,1,154.4191960956882,2.0,149.2132769475397,32.03996267635122,2.0,2.0,70.92571305330148,238.98571425,0.0,0.0,0.0,27.356129000000003,0.0,0.0,56.677741999999995,257.29340658461535,0.0,0.0,0.0,27.356129000000003,0.0,0.0,56.677741999999995,257.29340658461535,0.0,0.0,0.0,27.356129000000003,0.0,0.0,56.677741999999995,257.29340658461535,4947.58527941801,141.85142610660296,0.0,0.0,0.0,0.0,0.0,0.0
954,3.06,Tapi,2020,1,227.2860991951095,2.0,203.9662826591951,29.878586165083913,1.0,1.0,74.05340680001483,214.52857145000002,0.0,0.0,0.0,27.044693,0.0,0.0,60.94584,245.233214284,0.0,0.0,0.0,27.044693,0.0,0.0,60.94584,245.233214284,0.0,0.0,0.0,27.044693,0.0,0.0,60.94584,245.233214284,6790.987298926889,74.05340680001483,0.0,0.0,0.0,0.0,0.0,0.0
955,1.02,Narmada,2020,1,58.2268590191315,1.0,56.74651514576375,30.332424657406555,2.0,1.0,67.24213688688063,226.67857145,290.3447783631947,7.0,67.89843899180079,28.739409971245518,6.0,2.0,81.75228221768387,178.95102041428572,747.376276867598,6.0,315.80669298512,27.20916583264153,1.0,1.0,87.42893419316283,135.45238095,203.99138575007592,4.0,98.0974540085029,28.023825736327378,7.0,0.0,72.56842194293435,198.14285715,1766.1618142352397,134.48427377376126,8344.337618390267,490.5136933061032,20335.485056672685,87.42893419316283,5716.619045972064,507.9789536005404
956,2.92,Valsad,2022,1,12.605225689819223,1.0,9.75980228353949,30.524135450488743,1.0,2.0,67.29238029695694,272.33571429999995,0.0,0.0,0.0,27.301859999999998,0.0,0.0,54.42848200000002,250.4087912076923,0.0,0.0,0.0,27.301859999999998,0.0,0.0,54.42848200000002,250.4087912076923,0.0,0.0,0.0,27.301859999999998,0.0,0.0,54.42848200000002,250.4087912076923,384.76361634002234,67.29238029695694,0.0,0.0,0.0,0.0,0.0,0.0
957,2.31,Navsari,2020,1,211.7709156146179,1.0,207.40450498338868,30.35853292699071,1.0,1.0,74.70026989518344,226.9,0.0,0.0,0.0,27.347799999999996,0.0,0.0,62.429222,249.92292856800003,0.0,0.0,0.0,27.347799999999996,0.0,0.0,62.429222,249.92292856800003,0.0,0.0,0.0,27.347799999999996,0.0,0.0,62.429222,249.92292856800003,6429.054314665348,74.70026989518344,0.0,0.0,0.0,0.0,0.0,0.0
958,0.85,Narmada,2018,1,0.8038071109421048,0.0,0.7234263998478944,32.003481468929664,2.0,2.0,59.63540017045139,281.91428575,597.7913484076433,7.0,242.9908896377983,27.50391840638665,2.0,1.0,79.6049758528085,145.80816326285714,214.6968793326362,6.0,85.60545731533416,26.173580762597595,0.0,0.0,81.33080234477272,145.35238096666666,32.2326651487784,1.0,26.76677679437209,27.511456205231077,6.0,0.0,63.23830057760022,225.68214285,25.72462597962954,119.27080034090278,16441.604470647675,159.209951705617,5619.386110690424,0.0,886.7675556184951,379.4298034656013
959,1.0,Narmada,2019,1,0.0,0.0,0.0,32.66800400956022,2.0,2.0,59.58755916749314,298.4642857,361.2635687799737,7.0,123.05721136231884,28.846357088823805,6.0,2.0,80.44927264575502,172.01020406571428,1094.1097671673256,6.0,564.4622712411068,26.473161537308076,0.0,0.0,90.30706238104268,114.82142857333332,374.57226405270103,7.0,103.38348791567854,26.871839516908047,0.0,0.0,80.81385735730899,165.85714286125,0.0,119.17511833498628,10421.137908209981,482.6956358745301,28964.54460576714,0.0,10065.445767109088,0.0
960,2.17,Bharuch,2017,1,91.56370938288984,1.0,88.47683106721391,31.910211746123704,2.0,2.0,70.35828724661596,238.98571425,0.0,0.0,0.0,27.245346000000005,0.0,0.0,56.224304,257.29340658461535,0.0,0.0,0.0,27.245346000000005,0.0,0.0,56.224304,257.29340658461535,0.0,0.0,0.0,27.245346000000005,0.0,0.0,56.224304,257.29340658461535,2921.8173546685484,140.71657449323192,0.0,0.0,0.0,0.0,0.0,0.0
961,2.17,Bharuch,2017,1,108.73212654314102,1.0,105.0664510707789,31.967800484822668,2.0,2.0,70.36870378077245,238.98571425,0.0,0.0,0.0,27.294516,0.0,0.0,56.232627999999984,257.29340658461535,0.0,0.0,0.0,27.294516,0.0,0.0,56.232627999999984,257.29340658461535,0.0,0.0,0.0,27.294516,0.0,0.0,56.232627999999984,257.29340658461535,3475.9269276216232,140.7374075615449,0.0,0.0,0.0,0.0,0.0,0.0
962,0.85,Narmada,2018,1,0.8873892955604143,0.0,0.7986503660043729,32.52241837882361,2.0,2.0,59.34898566218742,281.91428575,659.9514191082802,7.0,268.2577840479133,27.949894836846006,4.0,1.0,79.2226522673361,145.80816326285714,237.02168084418668,6.0,94.50695997718412,26.597985749129723,0.0,0.0,80.9401900290389,145.35238096666666,35.584310751972616,2.0,29.550063542161794,27.957554861206546,7.0,0.0,62.93458220375492,225.68214285,28.860045935105354,118.69797132437483,18445.572761503718,316.8906090693444,6304.299289328451,0.0,994.8503200464963,440.54207542628444
963,2.92,Valsad,2022,1,12.972632755708847,1.0,10.04427321717412,30.51179581930731,1.0,2.0,67.44509115575912,272.33571429999995,0.0,0.0,0.0,27.290822999999993,0.0,0.0,54.55200000000001,250.4087912076923,0.0,0.0,0.0,27.290822999999993,0.0,0.0,54.55200000000001,250.4087912076923,0.0,0.0,0.0,27.290822999999993,0.0,0.0,54.55200000000001,250.4087912076923,395.81832188104624,67.44509115575912,0.0,0.0,0.0,0.0,0.0,0.0
964,2.76,Navsari,2021,1,90.19464352694926,2.0,83.76608362114078,30.281124795425672,0.0,1.0,78.68871809628858,233.93571425,0.0,0.0,0.0,27.349379,0.0,0.0,64.16633,247.99189561538464,0.0,0.0,0.0,27.349379,0.0,0.0,64.16633,247.99189561538464,0.0,0.0,0.0,27.349379,0.0,0.0,64.16633,247.99189561538464,2731.195256518483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,2.35,Tapi,2021,1,65.4662256328164,1.0,61.3921472136068,30.14219503700378,2.0,1.0,75.92700060425969,212.6285714,0.0,0.0,0.0,27.257340999999997,0.0,0.0,61.822155,242.9629807576923,0.0,0.0,0.0,27.257340999999997,0.0,0.0,61.822155,242.9629807576923,0.0,0.0,0.0,27.257340999999997,0.0,0.0,61.822155,242.9629807576923,1973.2957413608483,151.85400120851938,0.0,0.0,0.0,0.0,0.0,0.0
966,2.35,Tapi,2021,1,65.96871303651825,1.0,61.863363941970974,30.150274287174966,2.0,1.0,74.87555883591114,212.6285714,0.0,0.0,0.0,27.264647,0.0,0.0,60.96603799999999,242.9629807576923,0.0,0.0,0.0,27.264647,0.0,0.0,60.96603799999999,242.9629807576923,0.0,0.0,0.0,27.264647,0.0,0.0,60.96603799999999,242.9629807576923,1988.9747924229603,149.75111767182227,0.0,0.0,0.0,0.0,0.0,0.0
967,2.94,Tapi,2021,1,47.43982026324238,1.0,44.487556770465496,29.84569114991638,1.0,1.0,75.2907679841089,212.6285714,443.24673267415733,7.0,193.4241598715891,28.45216928611965,0.0,3.0,81.7139358105159,160.21836734285716,519.8019791075442,6.0,195.4602036597111,27.211343639255322,0.0,2.0,85.19508924774162,141.97857143333334,575.0805679550562,5.0,263.36226399357946,27.339632107724697,1.0,0.0,75.97185223396514,178.055357125,1415.8742237842769,75.2907679841089,12611.331073564546,0.0,14144.5102778604,0.0,15722.491160192607,75.97185223396514
968,0.79,Narmada,2017,1,27.781040741981407,2.0,14.446141185830331,31.091851786544723,2.0,1.0,69.79344019480419,226.8714286,744.9359797504395,7.0,199.0132736789213,27.877145721534443,3.0,0.0,84.99127962498845,155.71224489857144,353.47586020433795,6.0,169.41383754291934,27.343747183128283,0.0,0.0,84.63722656249949,164.5595238,80.11041930324093,3.0,26.972865011305583,28.368451784675003,7.0,0.0,69.34812660755941,213.5464285625,863.7640012256463,139.58688038960838,20766.688860717033,254.97383887496534,9665.354556766213,0.0,2272.608567454088,485.4368862529159
969,2.39,Bharuch,2020,1,84.82787023804342,1.0,84.57422750811871,31.24947961741847,2.0,2.0,67.82897191840539,238.8357143,0.0,0.0,0.0,27.193464,0.0,0.0,57.47429,250.561214296,0.0,0.0,0.0,27.193464,0.0,0.0,57.47429,250.561214296,0.0,0.0,0.0,27.193464,0.0,0.0,57.47429,250.561214296,2650.8268019927564,135.65794383681077,0.0,0.0,0.0,0.0,0.0,0.0
970,2.17,Bharuch,2017,1,92.67266387780286,1.0,89.5483994884686,31.92714520115949,2.0,2.0,70.43540513872648,238.98571425,0.0,0.0,0.0,27.259804,0.0,0.0,56.28593000000001,257.29340658461535,0.0,0.0,0.0,27.259804,0.0,0.0,56.28593000000001,257.29340658461535,0.0,0.0,0.0,27.259804,0.0,0.0,56.28593000000001,257.29340658461535,2958.77359580486,140.87081027745296,0.0,0.0,0.0,0.0,0.0,0.0
971,2.5,Tapi,2022,1,0.0,0.0,0.0,30.95085757060749,2.0,2.0,60.674619198897425,282.45714284999997,0.0,0.0,0.0,27.547379000000003,0.0,0.0,46.899406000000006,253.98083791153843,0.0,0.0,0.0,27.547379000000003,0.0,0.0,46.899406000000006,253.98083791153843,0.0,0.0,0.0,27.547379000000003,0.0,0.0,46.899406000000006,253.98083791153843,0.0,121.34923839779485,0.0,0.0,0.0,0.0,0.0,0.0
972,0.85,Narmada,2018,1,0.745706721171214,0.0,0.6711360490540925,32.149052044699644,2.0,2.0,57.79862102625732,281.91428575,554.5820885350317,7.0,225.427141810058,27.629022334290102,2.0,1.0,77.15313082447649,145.80816326285714,199.17826522483125,6.0,79.41776580473429,26.292633535817682,0.0,0.0,78.82580160527122,145.35238096666666,29.902839518965678,1.0,24.832033815001424,27.636594419458,6.0,0.0,61.290551568065354,225.68214285,23.973764189015682,115.59724205251464,15322.560910331644,154.30626164895298,5236.921135856387,0.0,826.412647775795,367.7433094083921
973,2.39,Bharuch,2020,1,79.05187261562484,1.0,78.81550062232098,31.229485485892475,2.0,2.0,67.30662632499406,238.8357143,0.0,0.0,0.0,27.176065000000005,0.0,0.0,57.031684999999996,250.561214296,0.0,0.0,0.0,27.176065000000005,0.0,0.0,57.031684999999996,250.561214296,0.0,0.0,0.0,27.176065000000005,0.0,0.0,57.031684999999996,250.561214296,2468.749308482277,134.6132526499881,0.0,0.0,0.0,0.0,0.0,0.0
974,0.85,Narmada,2018,1,0.7064498146211615,0.0,0.6358048331590455,32.24388659871755,2.0,2.0,58.05551177871324,281.91428575,525.386727133758,7.0,213.5597789599772,27.710523524663618,2.0,1.0,77.49604429680353,145.80816326285714,188.69274548531226,6.0,75.23690525715371,26.37019259329342,0.0,0.0,79.17614940125272,145.35238096666666,28.328637566308583,1.0,23.52477882688468,27.718117946269892,6.0,0.0,61.56296249467908,225.68214285,22.77868771032977,116.11102355742648,14558.741261786025,154.99208859360706,4975.864039404982,0.0,785.2165173200734,369.37777496807445
975,2.5,Tapi,2022,1,0.0,0.0,0.0,30.825319958882734,2.0,2.0,61.51932926756598,282.45714284999997,0.0,0.0,0.0,27.435646,0.0,0.0,47.552338000000006,253.98083791153843,0.0,0.0,0.0,27.435646,0.0,0.0,47.552338000000006,253.98083791153843,0.0,0.0,0.0,27.435646,0.0,0.0,47.552338000000006,253.98083791153843,0.0,123.03865853513196,0.0,0.0,0.0,0.0,0.0,0.0
976,2.35,Tapi,2021,1,58.75645737868933,1.0,55.0999396448224,30.137082749357823,2.0,1.0,74.1103526187955,212.6285714,0.0,0.0,0.0,27.252717999999998,0.0,0.0,60.342983000000004,242.9629807576923,0.0,0.0,0.0,27.252717999999998,0.0,0.0,60.342983000000004,242.9629807576923,0.0,0.0,0.0,27.252717999999998,0.0,0.0,60.342983000000004,242.9629807576923,1770.7482180806765,148.220705237591,0.0,0.0,0.0,0.0,0.0,0.0
977,2.94,Tapi,2021,1,51.08783282182986,1.0,47.90854708828251,29.98010058974706,2.0,1.0,76.06636851131526,212.6285714,477.33138220224714,7.0,208.2980308186196,28.580303029664265,1.0,3.0,82.55570397667567,160.21836734285716,559.7735501894061,6.0,210.4906416693419,27.33388935070228,0.0,2.0,86.07271817762434,141.97857143333334,619.3029347865169,5.0,283.61421354093096,27.462755563580288,3.0,0.0,76.7544688843617,178.055357125,1531.6183669106408,152.13273702263052,13642.275548908716,82.55570397667567,15300.788282327016,0.0,17007.765117850016,230.2634066530851
978,2.92,Valsad,2022,1,5.862127112274027,0.0,4.538847854424359,30.547785012723118,1.0,2.0,66.29801894101584,272.33571429999995,0.0,0.0,0.0,27.323013,0.0,0.0,53.624207000000006,250.4087912076923,0.0,0.0,0.0,27.323013,0.0,0.0,53.624207000000006,250.4087912076923,0.0,0.0,0.0,27.323013,0.0,0.0,53.624207000000006,250.4087912076923,179.07499874300237,66.29801894101584,0.0,0.0,0.0,0.0,0.0,0.0
